Scenario,Replication,Seed,agent_id,agent_type,name,road,condition,is_broken,broke_during_flood,total_vehicles_passed,length
0,1,123,1000225,Bridge,bridge 48,N1,C,False,False,0,22.8
0,1,123,1000226,Link,,N1,,,,29993,882.272
0,1,123,1000227,Bridge,bridge 49,N1,A,False,False,0,14.3
0,1,123,1000228,Link,,N1,,,,30011,4594.812
0,1,123,1000238,Bridge,bridge 50,N1,B,False,False,0,19.2
0,1,123,1000239,Link,,N1,,,,30005,910.9010000000001
0,1,123,1000241,Bridge,bridge 51,N1,A,False,False,0,3.2
0,1,123,1000242,Link,,N1,,,,30007,722.8969999999999
0,1,123,1000245,Bridge,bridge 52,N1,A,False,False,0,13.4
0,1,123,1000246,Link,,N1,,,,15169,442.339
0,1,123,1000247,Bridge,bridge 53,N1,B,False,False,0,4.6
0,1,123,1000248,Link,,N1,,,,20314,469.17999999999995
0,1,123,1000250,Bridge,bridge 54,N1,B,False,False,0,6.3
0,1,123,1000251,Link,,N1,,,,30018,2449.126
0,1,123,1000255,Bridge,bridge 55,N1,B,False,False,0,4.5
0,1,123,1000256,Link,,N1,,,,30018,874.0070000000001
0,1,123,1000259,Bridge,bridge 56,N1,B,False,False,0,2.5
0,1,123,1000260,Link,,N1,,,,30021,845.902
0,1,123,1000261,Bridge,bridge 57,N1,A,False,False,0,2.5
0,1,123,1000262,Bridge,bridge 58,N1,B,False,False,0,3.1
0,1,123,1000263,Link,,N1,,,,22452,622.412
0,1,123,1000266,Bridge,bridge 59,N1,B,False,False,0,2.6
0,1,123,1000267,Bridge,bridge 60,N1,A,False,False,0,6.0
0,1,123,1000268,Link,,N1,,,,9694,333.68
0,1,123,1000270,Bridge,bridge 61,N1,B,False,False,0,14.3
0,1,123,1000271,Link,,N1,,,,14851,240.993
0,1,123,1000272,Bridge,bridge 62,N1,A,False,False,0,6.1
0,1,123,1000273,Link,,N1,,,,15174,554.159
0,1,123,1000275,Bridge,bridge 63,N1,A,False,False,5230,6.1
0,1,123,1000276,Link,,N1,,,,9623,269.937
0,1,123,1000277,Bridge,bridge 64,N1,C,False,False,0,6.1
0,1,123,1000278,Link,,N1,,,,5480,220.826
0,1,123,1000279,Bridge,bridge 65,N1,B,False,False,0,9.5
0,1,123,1000280,Link,,N1,,,,9696,142.484
0,1,123,1000281,Bridge,bridge 66,N1,B,False,False,0,3.1
0,1,123,1000282,Link,,N1,,,,14854,451.869
0,1,123,1000284,Bridge,bridge 67,N1,A,False,False,0,9.5
0,1,123,1000285,Link,,N1,,,,20408,499.678
0,1,123,1000286,Bridge,bridge 68,N1,B,False,False,0,6.3
0,1,123,1000287,Link,,N1,,,,15105,444.93399999999997
0,1,123,1000289,Bridge,bridge 69,N1,B,False,False,0,3.5
0,1,123,1000290,Link,,N1,,,,9697,210.212
0,1,123,1000291,Bridge,bridge 70,N1,B,False,False,0,6.1
0,1,123,1000292,Link,,N1,,,,14856,309.453
0,1,123,1000294,Bridge,bridge 71,N1,B,False,False,0,3.0
0,1,123,1000295,Link,,N1,,,,15178,575.696
0,1,123,1000296,Bridge,bridge 72,N1,B,False,False,0,4.5
0,1,123,1000297,Link,,N1,,,,30036,895.394
0,1,123,1000298,Bridge,bridge 73,N1,B,False,False,0,5.3
0,1,123,1000299,Link,,N1,,,,30039,926.731
0,1,123,1000301,Bridge,bridge 74,N1,A,False,False,0,6.1
0,1,123,1000302,Link,,N1,,,,30043,1010.901
0,1,123,1000304,Bridge,bridge 75,N1,A,False,False,0,3.1
0,1,123,1000305,Link,,N1,,,,30043,914.716
0,1,123,1000307,Bridge,bridge 76,N1,A,False,False,0,3.5
0,1,123,1000308,Bridge,bridge 77,N1,B,False,False,0,14.2
0,1,123,1000309,Link,,N1,,,,7612,76.023
0,1,123,1000310,Bridge,bridge 78,N1,B,False,False,0,6.1
0,1,123,1000311,Link,,N1,,,,30047,1374.7530000000004
0,1,123,1000316,Bridge,bridge 79,N1,B,False,False,0,4.0
0,1,123,1000317,Link,,N1,,,,30050,1106.592
0,1,123,1000321,Bridge,bridge 80,N1,A,False,False,0,10.8
0,1,123,1000322,Link,,N1,,,,30054,872.053
0,1,123,1000323,Bridge,bridge 81,N1,A,False,False,0,1.6
0,1,123,1000324,Link,,N1,,,,30058,1326.687
0,1,123,1000328,Bridge,bridge 82,N1,A,False,False,0,3.4
0,1,123,1000329,Link,,N1,,,,30064,2255.781
0,1,123,1000335,Bridge,bridge 83,N1,A,False,False,0,1.5
0,1,123,1000336,Link,,N1,,,,19948,20306.901999999995
0,1,123,1000368,Bridge,bridge 84,N1,A,False,False,0,3.0
0,1,123,1000369,Link,,N1,,,,19926,2511.829
0,1,123,1000376,Bridge,bridge 85,N1,A,False,False,0,2.0
0,1,123,1000377,Link,,N1,,,,1237,84.291
0,1,123,1000378,Bridge,bridge 86,N1,A,False,False,0,1.5
0,1,123,1000379,Bridge,bridge 87,N1,A,False,False,0,1.5
0,1,123,1000380,Link,,N1,,,,2426,270.143
0,1,123,1000381,Bridge,bridge 88,N1,A,False,False,0,8.5
0,1,123,1000382,Bridge,bridge 89,N1,A,False,False,0,3.0
0,1,123,1000383,Link,,N1,,,,7562,226.116
0,1,123,1000384,Bridge,bridge 90,N1,A,False,False,0,3.0
0,1,123,1000385,Bridge,bridge 91,N1,A,False,False,0,3.0
0,1,123,1000386,Link,,N1,,,,12360,712.513
0,1,123,1000387,Bridge,bridge 92,N1,A,False,False,1246,4.5
0,1,123,1000388,Bridge,bridge 93,N1,C,False,False,0,12.4
0,1,123,1000389,Link,,N1,,,,19932,4915.830999999999
0,1,123,1000401,Bridge,bridge 94,N1,A,False,False,0,4.5
0,1,123,1000402,Link,,N1,,,,19925,823.7
0,1,123,1000403,Bridge,bridge 95,N1,B,False,False,0,23.2
0,1,123,1000404,Link,,N1,,,,19926,1500.095
0,1,123,1000408,Bridge,bridge 96,N1,A,False,False,1304,9.7
0,1,123,1000409,Link,,N1,,,,19925,984.6680000000001
0,1,123,1000412,Bridge,bridge 97,N1,A,False,False,0,4.0
0,1,123,1000413,Link,,N1,,,,4899,527.327
0,1,123,1000415,Bridge,bridge 98,N1,A,False,False,0,12.9
0,1,123,1000416,Link,,N1,,,,17450,535.717
0,1,123,1000417,Bridge,bridge 99,N1,A,False,False,0,3.0
0,1,123,1000418,Bridge,bridge 100,N1,B,False,False,0,8.1
0,1,123,1000419,Link,,N1,,,,19930,2144.2219999999998
0,1,123,1000424,Bridge,bridge 101,N1,A,False,False,0,3.0
0,1,123,1000425,Link,,N1,,,,19927,990.984
0,1,123,1000426,Bridge,bridge 102,N1,A,False,False,0,3.0
0,1,123,1000427,Link,,N1,,,,19929,992.876
0,1,123,1000431,Bridge,bridge 103,N1,A,False,False,0,19.2
0,1,123,1000432,Link,,N1,,,,19928,734.708
0,1,123,1000434,Bridge,bridge 104,N1,A,False,False,0,4.2
0,1,123,1000435,Link,,N1,,,,19930,928.3919999999999
0,1,123,1000438,Bridge,bridge 105,N1,A,False,False,0,3.2
0,1,123,1000439,Link,,N1,,,,10138,186.006
0,1,123,1000440,Bridge,bridge 106,N1,A,False,False,0,6.0
0,1,123,1000441,Link,,N1,,,,19931,854.695
0,1,123,1000443,Bridge,bridge 107,N1,A,False,False,0,3.0
0,1,123,1000444,Bridge,bridge 108,N1,A,False,False,0,3.0
0,1,123,1000445,Link,,N1,,,,7373,97.817
0,1,123,1000446,Bridge,bridge 109,N1,A,False,False,0,3.0
0,1,123,1000447,Link,,N1,,,,19933,999.592
0,1,123,1000450,Bridge,bridge 110,N1,A,False,False,0,3.1
0,1,123,1000451,Bridge,bridge 111,N1,A,False,False,0,4.6
0,1,123,1000452,Link,,N1,,,,19934,1294.152
0,1,123,1000456,Bridge,bridge 112,N1,A,False,False,0,3.0
0,1,123,1000457,Bridge,bridge 113,N1,A,False,False,0,3.0
0,1,123,1000458,Link,,N1,,,,9795,461.797
0,1,123,1000459,Bridge,bridge 114,N1,A,False,False,0,3.0
0,1,123,1000460,Link,,N1,,,,1240,94.124
0,1,123,1000461,Bridge,bridge 115,N1,A,False,False,0,3.0
0,1,123,1000462,Bridge,bridge 116,N1,A,False,False,0,3.0
0,1,123,1000463,Link,,N1,,,,8900,86.921
0,1,123,1000464,Bridge,bridge 117,N1,A,False,False,0,4.6
0,1,123,1000465,Link,,N1,,,,19937,811.473
0,1,123,1000470,Bridge,bridge 118,N1,A,False,False,0,3.0
0,1,123,1000471,Link,,N1,,,,19937,971.988
0,1,123,1000473,Bridge,bridge 119,N1,A,False,False,0,2.95
0,1,123,1000474,Link,,N1,,,,19939,945.951
0,1,123,1000475,Bridge,bridge 120,N1,A,False,False,0,4.5
0,1,123,1000476,Link,,N1,,,,19937,909.5069999999998
0,1,123,1000480,Bridge,bridge 121,N1,C,False,False,0,22.25
0,1,123,1000481,Link,,N1,,,,19939,736.243
0,1,123,1000482,Bridge,bridge 122,N1,A,False,False,0,10.2
0,1,123,1000483,Link,,N1,,,,19939,881.943
0,1,123,1000487,Bridge,bridge 123,N1,A,False,False,0,3.0
0,1,123,1000488,Bridge,bridge 124,N1,A,False,False,0,8.2
0,1,123,1000489,Link,,N1,,,,19940,585.853
0,1,123,1000490,Bridge,bridge 125,N1,A,False,False,0,4.1
0,1,123,1000491,Link,,N1,,,,19943,1737.667
0,1,123,1000496,Bridge,bridge 126,N1,A,False,False,0,3.0
0,1,123,1000497,Bridge,bridge 127,N1,A,False,False,0,5.2
0,1,123,1000498,Link,,N1,,,,19941,817.307
0,1,123,1000499,Bridge,bridge 128,N1,A,False,False,0,8.2
0,1,123,1000500,Link,,N1,,,,19941,871.608
0,1,123,1000501,Bridge,bridge 129,N1,A,False,False,0,3.0
0,1,123,1000502,Link,,N1,,,,19946,1934.493
0,1,123,1000506,Bridge,bridge 130,N1,C,False,False,0,27.0
0,1,123,1000507,Link,,N1,,,,19945,709.408
0,1,123,1000512,Bridge,bridge 131,N1,A,False,False,0,4.5
0,1,123,1000513,Bridge,bridge 132,N1,A,False,False,0,17.6
0,1,123,1000514,Link,,N1,,,,19946,832.067
0,1,123,1000518,Bridge,bridge 133,N1,B,False,False,0,3.0
0,1,123,1000519,Link,,N1,,,,8571,303.226
0,1,123,1000521,Bridge,bridge 134,N1,A,False,False,0,4.5
0,1,123,1000522,Link,,N1,,,,1231,172.264
0,1,123,1000523,Bridge,bridge 135,N1,A,False,False,0,6.0
0,1,123,1000524,Link,,N1,,,,19953,2704.069
0,1,123,1000530,Bridge,bridge 136,N1,A,False,False,0,3.0
0,1,123,1000531,Link,,N1,,,,19953,1826.897
0,1,123,1000534,Bridge,bridge 137,N1,A,False,False,0,3.0
0,1,123,1000535,Bridge,bridge 138,N1,A,False,False,0,40.0
0,1,123,1000536,Link,,N1,,,,19958,3848.636
0,1,123,1000545,Bridge,bridge 139,N1,A,False,False,0,5.0
0,1,123,1000546,Link,,N1,,,,19952,796.469
0,1,123,1000549,Bridge,bridge 140,N1,A,False,False,0,3.0
0,1,123,1000550,Bridge,bridge 141,N1,A,False,False,1222,18.0
0,1,123,1000551,Link,,N1,,,,3642,496.452
0,1,123,1000553,Bridge,bridge 142,N1,A,False,False,0,3.0
0,1,123,1000554,Link,,N1,,,,19950,903.2339999999999
0,1,123,1000558,Bridge,bridge 143,N1,A,False,False,0,8.3
0,1,123,1000559,Link,,N1,,,,8575,357.539
0,1,123,1000560,Bridge,bridge 144,N1,A,False,False,0,3.0
0,1,123,1000561,Link,,N1,,,,19957,2514.719
0,1,123,1000565,Bridge,bridge 145,N1,B,False,False,0,5.7
0,1,123,1000566,Intersection,intersection 3,N1,,,,1228,34.053
0,1,123,1000567,Bridge,bridge 146,N1,A,False,False,0,1.5
0,1,123,1000568,Link,,N1,,,,9926,815.73
0,1,123,1000569,Bridge,bridge 147,N1,A,False,False,0,3.0
0,1,123,1000570,Bridge,bridge 148,N1,A,False,False,0,3.0
0,1,123,1000571,Link,,N1,,,,9927,896.903
0,1,123,1000572,Bridge,bridge 149,N1,C,False,False,389,116.5
0,1,123,1000573,Link,,N1,,,,9146,444.081
0,1,123,1000575,Bridge,bridge 150,N1,B,False,False,0,3.0
0,1,123,1000576,Link,,N1,,,,9929,860.717
0,1,123,1000580,Bridge,bridge 151,N1,B,False,False,0,3.1
0,1,123,1000581,Link,,N1,,,,9930,783.311
0,1,123,1000582,Bridge,bridge 152,N1,A,False,False,0,3.0
0,1,123,1000583,Link,,N1,,,,9930,733.736
0,1,123,1000586,Bridge,bridge 153,N1,B,False,False,0,10.8
0,1,123,1000587,Link,,N1,,,,1644,500.781
0,1,123,1000590,Bridge,bridge 154,N1,A,False,False,0,3.0
0,1,123,1000591,Link,,N1,,,,9069,604.3140000000001
0,1,123,1000593,Bridge,bridge 155,N1,A,False,False,0,5.3
0,1,123,1000594,Link,,N1,,,,9932,1371.711
0,1,123,1000600,Bridge,bridge 156,N1,A,False,False,0,3.0
0,1,123,1000601,Link,,N1,,,,9934,1637.5109999999997
0,1,123,1000605,Bridge,bridge 157,N1,C,False,False,0,50.8
0,1,123,1000606,Link,,N1,,,,9935,2418.32
0,1,123,1000612,Bridge,bridge 158,N1,A,False,False,0,12.4
0,1,123,1000613,Link,,N1,,,,9933,820.245
0,1,123,1000616,Bridge,bridge 159,N1,C,False,False,388,60.5
0,1,123,1000617,Link,,N1,,,,9936,2948.45
0,1,123,1000622,Bridge,bridge 160,N1,A,False,False,0,9.2
0,1,123,1000623,Bridge,bridge 161,N1,A,False,False,0,6.0
0,1,123,1000624,Link,,N1,,,,9936,1008.8340000000001
0,1,123,1000626,Bridge,bridge 162,N1,A,False,False,0,9.4
0,1,123,1000627,Link,,N1,,,,9108,410.712
0,1,123,1000629,Bridge,bridge 163,N1,A,False,False,0,14.0
0,1,123,1000630,Bridge,bridge 164,N1,A,False,False,437,14.0
0,1,123,1000631,Link,,N1,,,,9938,796.4269999999999
0,1,123,1000633,Bridge,bridge 165,N1,B,False,False,0,12.6
0,1,123,1000634,Link,,N1,,,,0,57.573
0,1,123,1000635,Bridge,bridge 166,N1,B,False,False,0,9.4
0,1,123,1000636,Link,,N1,,,,8682,595.713
0,1,123,1000637,Bridge,bridge 167,N1,A,False,False,410,14.0
0,1,123,1000638,Link,,N1,,,,9940,878.325
0,1,123,1000639,Bridge,bridge 168,N1,A,False,False,0,9.2
0,1,123,1000640,Link,,N1,,,,9531,777.0820000000001
0,1,123,1000642,Bridge,bridge 169,N1,D,False,False,845,50.8
0,1,123,1000643,Link,,N1,,,,0,13.737
0,1,123,1000644,Bridge,bridge 170,N1,B,False,False,0,9.2
0,1,123,1000645,Link,,N1,,,,9943,3164.849
0,1,123,1000654,Bridge,bridge 171,N1,B,False,False,436,12.3
0,1,123,1000655,Link,,N1,,,,9942,2506.407
0,1,123,1000665,Bridge,bridge 172,N1,C,False,False,389,211.3
0,1,123,1000666,Link,,N1,,,,9944,3367.46
0,1,123,1000674,Bridge,bridge 173,N1,A,False,False,0,28.0
0,1,123,1000675,Link,,N1,,,,9948,2607.6369999999997
0,1,123,1000679,Bridge,bridge 174,N1,A,False,False,0,7.2
0,1,123,1000680,Link,,N1,,,,845,275.877
0,1,123,1000681,Bridge,bridge 175,N1,A,False,False,389,11.2
0,1,123,1000682,Link,,N1,,,,9947,1146.637
0,1,123,1000685,Bridge,bridge 176,N1,A,False,False,0,12.6
0,1,123,1000686,Link,,N1,,,,9949,1556.8100000000002
0,1,123,1000693,Bridge,bridge 177,N1,B,False,False,0,30.3
0,1,123,1000694,Link,,N1,,,,9951,945.446
0,1,123,1000696,Bridge,bridge 178,N1,A,False,False,0,2.5
0,1,123,1000697,Link,,N1,,,,9951,795.912
0,1,123,1000698,Bridge,bridge 179,N1,A,False,False,0,12.6
0,1,123,1000699,Link,,N1,,,,1233,319.737
0,1,123,1000700,Bridge,bridge 180,N1,A,False,False,0,6.0
0,1,123,1000701,Link,,N1,,,,0,27.297
0,1,123,1000702,Bridge,bridge 181,N1,A,False,False,0,13.64
0,1,123,1000703,Link,,N1,,,,9953,1157.8890000000001
0,1,123,1000705,Bridge,bridge 182,N1,A,False,False,0,2.0
0,1,123,1000706,Link,,N1,,,,9954,1388.13
0,1,123,1000709,Bridge,bridge 183,N1,A,False,False,0,3.0
0,1,123,1000710,Link,,N1,,,,7926,201.583
0,1,123,1000712,Bridge,bridge 184,N1,A,False,False,0,12.6
0,1,123,1000713,Link,,N1,,,,409,35.049
0,1,123,1000714,Bridge,bridge 185,N1,A,False,False,0,6.2
0,1,123,1000715,Link,,N1,,,,0,10.896
0,1,123,1000716,Bridge,bridge 186,N1,A,False,False,0,3.0
0,1,123,1000717,Bridge,bridge 187,N1,A,False,False,0,12.4
0,1,123,1000718,Link,,N1,,,,409,65.437
0,1,123,1000719,Bridge,bridge 188,N1,A,False,False,435,14.2
0,1,123,1000720,Bridge,bridge 189,N1,B,False,False,0,22.0
0,1,123,1000721,Link,,N1,,,,389,232.624
0,1,123,1000723,Bridge,bridge 190,N1,B,False,False,0,22.4
0,1,123,1000724,Link,,N1,,,,0,92.703
0,1,123,1000725,Bridge,bridge 191,N1,A,False,False,386,2.5
0,1,123,1000726,Link,,N1,,,,9955,1301.643
0,1,123,1000730,Bridge,bridge 192,N1,A,False,False,0,22.4
0,1,123,1000731,Link,,N1,,,,9956,901.686
0,1,123,1000732,Bridge,bridge 193,N1,A,False,False,0,3.0
0,1,123,1000733,Link,,N1,,,,389,42.641
0,1,123,1000734,Bridge,bridge 194,N1,A,False,False,0,1.4
0,1,123,1000735,Link,,N1,,,,9133,518.433
0,1,123,1000737,Bridge,bridge 195,N1,A,False,False,0,4.5
0,1,123,1000738,Bridge,bridge 196,N1,A,False,False,0,9.3
0,1,123,1000739,Link,,N1,,,,2066,503.492
0,1,123,1000742,Bridge,bridge 197,N1,A,False,False,0,4.5
0,1,123,1000743,Bridge,bridge 198,N1,A,False,False,0,4.7
0,1,123,1000744,Link,,N1,,,,8326,403.97999999999996
0,1,123,1000746,Bridge,bridge 199,N1,A,False,False,0,2.0
0,1,123,1000747,Bridge,bridge 200,N1,A,False,False,0,3.0
0,1,123,1000748,Link,,N1,,,,9961,2992.2650000000003
0,1,123,1000756,Bridge,bridge 201,N1,A,False,False,0,13.64
0,1,123,1000757,Link,,N1,,,,2037,553.982
0,1,123,1000759,Bridge,bridge 202,N1,A,False,False,0,9.3
0,1,123,1000760,Link,,N1,,,,9959,891.135
0,1,123,1000763,Bridge,bridge 203,N1,A,False,False,0,3.0
0,1,123,1000764,Link,,N1,,,,8720,517.927
0,1,123,1000765,Bridge,bridge 204,N1,A,False,False,0,3.0
0,1,123,1000766,Link,,N1,,,,8321,393.273
0,1,123,1000768,Bridge,bridge 205,N1,C,False,False,409,56.2
0,1,123,1000769,Link,,N1,,,,9962,929.458
0,1,123,1000771,Bridge,bridge 206,N1,A,False,False,0,14.3
0,1,123,1000772,Bridge,bridge 207,N1,A,False,False,0,2.1
0,1,123,1000773,Link,,N1,,,,389,143.183
0,1,123,1000774,Bridge,bridge 208,N1,A,False,False,0,4.5
0,1,123,1000775,Bridge,bridge 209,N1,A,False,False,0,3.0
0,1,123,1000776,Link,,N1,,,,1239,274.761
0,1,123,1000777,Bridge,bridge 210,N1,A,False,False,0,15.8
0,1,123,1000778,Link,,N1,,,,9107,685.763
0,1,123,1000779,Bridge,bridge 211,N1,A,False,False,0,7.3
0,1,123,1000780,Bridge,bridge 212,N1,C,False,False,419,45.0
0,1,123,1000781,Link,,N1,,,,7927,281.291
0,1,123,1000782,Bridge,bridge 213,N1,A,False,False,0,14.0
0,1,123,1000783,Link,,N1,,,,9962,2157.717
0,1,123,1000788,Bridge,bridge 214,N1,A,False,False,0,20.6
0,1,123,1000789,Link,,N1,,,,9962,779.9290000000001
0,1,123,1000791,Bridge,bridge 215,N1,B,False,False,0,14.2
0,1,123,1000792,Link,,N1,,,,9963,967.735
0,1,123,1000794,Bridge,bridge 216,N1,A,False,False,0,15.7
0,1,123,1000795,Link,,N1,,,,9963,789.5029999999999
0,1,123,1000797,Bridge,bridge 217,N1,D,False,False,839,294.15
0,1,123,1000798,Link,,N1,,,,9966,2638.283
0,1,123,1000806,Bridge,bridge 218,N1,B,False,False,0,9.3
0,1,123,1000807,Link,,N1,,,,9967,1156.384
0,1,123,1000811,Bridge,bridge 219,N1,A,False,False,0,12.6
0,1,123,1000812,Link,,N1,,,,9968,1193.986
0,1,123,1000816,Bridge,bridge 220,N1,A,False,False,0,12.8
0,1,123,1000817,Link,,N1,,,,9969,826.8240000000001
0,1,123,1000821,Bridge,bridge 221,N1,A,False,False,0,9.3
0,1,123,1000822,Link,,N1,,,,9973,3043.6690000000003
0,1,123,1000828,Bridge,bridge 222,N1,C,False,False,0,58.57
0,1,123,1000829,Link,,N1,,,,1235,141.869
0,1,123,1000830,Bridge,bridge 223,N1,A,False,False,0,3.5
0,1,123,1000831,Link,,N1,,,,9973,958.518
0,1,123,1000835,Bridge,bridge 224,N1,C,False,False,408,54.03
0,1,123,1000836,Link,,N1,,,,1227,307.645
0,1,123,1000838,Bridge,bridge 225,N1,C,False,False,0,60.03
0,1,123,1000839,Link,,N1,,,,9979,4445.05
0,1,123,1000846,Bridge,bridge 226,N1,A,False,False,0,7.0
0,1,123,1000847,Bridge,bridge 227,N1,A,False,False,0,5.2
0,1,123,1000848,Link,,N1,,,,2029,522.525
0,1,123,1000850,Bridge,bridge 228,N1,A,False,False,0,9.3
0,1,123,1000851,Bridge,bridge 229,N1,A,False,False,431,14.0
0,1,123,1000852,Link,,N1,,,,0,143.125
0,1,123,1000853,Bridge,bridge 230,N1,A,False,False,0,1.4
0,1,123,1000854,Bridge,bridge 231,N1,C,False,False,0,4.5
0,1,123,1000855,Link,,N1,,,,8356,193.459
0,1,123,1000856,Bridge,bridge 232,N1,A,False,False,0,2.5
0,1,123,1000857,Link,,N1,,,,9979,2724.735
