road,km,type,LRPName,lat,lon,fix_method,shift_meters,condition,length
N1,121.567,Box Culvert,LRP122a,23.221416,91.3137222,Fixed: Matched on LRP Name,1242.6126071171389,A,6.1
N1,122.603,Box Culvert,LRP123a,23.2103056,91.3157222,Fixed: Matched on LRP Name,1030.8349080532596,A,6.1
N1,126.448,Box Culvert,LRP127a,23.1773604,91.3198049,Fixed: Matched on LRP Name,1032.4392026871599,A,9.5
N1,130.912,Box Culvert,LRP131b,23.125236357777776,91.33038636888888,Fixed: Interpolated by Chainage,465.3590998836856,A,6.5
N1,133.155,Box Culvert,LRP134a,23.1193049,91.3329993,Fixed: Matched on LRP Name,1081.4950727813105,A,6.1
N1,134.974,Box Culvert,LRP136a,23.1108056,91.3381386,Fixed: Matched on LRP Name,1809.5479930936144,A,3.1
N1,136.375,Box Culvert,LRP137a,23.1005833,91.3437774,Fixed: Matched on LRP Name,1939.597115559818,A,3.5
N1,141.531,Box Culvert,LRP142a,23.0614722,91.3616667,Fixed: Matched on LRP Name,2162.9612530581503,A,10.8
N1,142.793,Slab Culvert,LRP143a,23.0479441,91.3651389,Fixed: Matched on LRP Name,2045.2185235835304,A,1.6
N1,144.939,Box Culvert,LRP145a,23.029416,91.3656389,Fixed: Matched on LRP Name,1990.5258726786128,A,3.4
N1,147.296,Box Culvert,LRP148a,23.0095556,91.3813604,Fixed: Matched on LRP Name,1002.419465240357,A,1.5
N1,148.151,RCC Girder Bridge,LRP149a,22.99472807928026,91.40228949007634,Fixed: Interpolated by Chainage,249.67442824358494,A,23.4
N1,148.174,PC Girder Bridge,LRP149b,22.994593613304254,91.40245391374046,Fixed: Interpolated by Chainage,8.304695524250994e-09,A,22.15
N1,148.495,Box Culvert,LRP149c,22.992716935986913,91.4047486961832,Fixed: Interpolated by Chainage,1844.7277579420622,A,1.9
N1,158.031,Box Culvert,LRP159a,22.948603866666666,91.47949938333333,Fixed: Interpolated by Chainage,140.4304519364581,A,1.5
N1,165.183,PC Girder Bridge,LRP166a,22.91496470614035,91.52628953508771,Fixed: Interpolated by Chainage,122.69600478071939,A,222.43
N1,165.825,Box Culvert,LRP166c,22.909712888401256,91.52892850344827,Fixed: Interpolated by Chainage,81.57530439596314,A,6.1
N1,166.479,Slab Culvert,LRP167a,22.904246295522388,91.53162977761194,Fixed: Interpolated by Chainage,96.40386106421022,A,3.0
N1,167.963,Box Culvert,LRP169a,22.9046667,91.5314438,Fixed: Matched on LRP Name,1433.2535310613578,A,3.0
N1,169.933,Box Culvert,LRP171a,22.874698694117647,91.54088366470589,Fixed: Interpolated by Chainage,59.43900055544306,A,4.3
N1,170.174,Box Culvert,LRP171b,22.872722034892085,91.54159587661871,Fixed: Interpolated by Chainage,52.739876215704356,A,2.0
N1,170.725,Box Culvert,LRP171c,22.868056370212766,91.54329633404255,Fixed: Interpolated by Chainage,44.330383826377854,A,1.5
N1,171.554,Box Culvert,LRP172a,22.8829993,91.5381663,Fixed: Matched on LRP Name,2526.6002729207944,A,4.3
N1,171.728,Box Culvert,LRP172b,22.875166,91.5407219,Fixed: Matched on LRP Name,1741.8621318492847,A,2.0
N1,172.122,Box Culvert,LRP173a,22.8731382,91.5414441,Fixed: Matched on LRP Name,1936.7428360296399,A,1.5
N1,172.23,Slab Culvert,LRP173b,22.868416,91.5431663,Fixed: Matched on LRP Name,1499.8938019088398,A,1.5
N1,172.969,Box Culvert,LRP174a,22.8777771,91.545333,Fixed: Matched on LRP Name,3250.9035716657118,A,8.5
N1,173.35,Box Culvert,LRP174b,22.8595833,91.5454719,Fixed: Matched on LRP Name,1606.9159430898612,A,3.0
N1,173.585,Box Culvert,LRP174c,22.8434551375,91.54814955625,Fixed: Interpolated by Chainage,19.799290946034237,A,1.5
N1,173.859,Box Culvert,LRP175a,22.856,91.5457219,Fixed: Matched on LRP Name,1708.29767207253,A,3.0
N1,174.804,Box Culvert,LRP175b,22.8550556,91.545833,Fixed: Matched on LRP Name,1650.76934937578,A,3.0
N1,175.013,Box Culvert,LRP176a,22.8485274,91.5463886,Fixed: Matched on LRP Name,2059.7852137908003,A,4.5
N1,179.363,Box Culvert,LRP181a,22.8045833,91.5591111,Fixed: Matched on LRP Name,1308.3140108866805,A,4.5
N1,181.825,Box Culvert,LRP183b,22.774197092,91.57287375199999,Fixed: Interpolated by Chainage,108.57050160390988,A,6.0
N1,182.318,Box Culvert,LRP184a,22.7811382,91.5696382,Fixed: Matched on LRP Name,1439.2559695007517,A,9.7
N1,183.296,Box Culvert,LRP185a,22.7693604,91.5756104,Fixed: Matched on LRP Name,970.4170057591493,A,4.0
N1,184.654,Box Culvert,LRP186a,22.7621944,91.5811382,Fixed: Matched on LRP Name,1348.701005523481,A,12.9
N1,185.058,Box Culvert,LRP187a,22.7526389,91.5893608,Fixed: Matched on LRP Name,397.29976317971625,A,3.0
N1,188.35,Box Culvert,LRP190a,22.7349163,91.5979719,Fixed: Matched on LRP Name,1514.3778967240926,A,3.0
N1,189.058,Box Culvert,LRP191a,22.7221104,91.6030833,Fixed: Matched on LRP Name,710.0631302523803,A,3.0
N1,189.13,Box Culvert,LRP191b,22.71727073423077,91.60610848461538,Fixed: Interpolated by Chainage,163.81990661341274,A,3.0
N1,191.107,Box Culvert,LRP193a,22.7124167,91.6090556,Fixed: Matched on LRP Name,1507.5736352449771,A,19.2
N1,192.408,Box Culvert,LRP194a,22.706,91.6126944,Fixed: Matched on LRP Name,2008.9529656442303,A,4.2
N1,192.95,Box Culvert,LRP195a,22.6919719,91.6198604,Fixed: Matched on LRP Name,823.4115700476885,A,3.2
N1,194.149,Box Culvert,LRP196a,22.689583,91.6208327,Fixed: Matched on LRP Name,1739.5277914597746,A,6.0
N1,194.998,Box Culvert,LRP197a,22.6769438,91.6268327,Fixed: Matched on LRP Name,1056.835408375892,A,3.0
N1,195.501,Box Culvert,LRP197b,22.6751382,91.6274438,Fixed: Matched on LRP Name,1355.7227885882207,A,3.0
N1,196.038,Box Culvert,LRP198a,22.6733049,91.6280827,Fixed: Matched on LRP Name,1660.7709380681679,A,3.0
N1,196.925,Box Culvert,LRP199a,22.6638333,91.6321382,Fixed: Matched on LRP Name,1419.5250558527425,A,3.1
N1,197.39,Box Culvert,LRP199b,22.6596667,91.6347219,Fixed: Matched on LRP Name,1352.4658699353138,A,4.6
N1,197.846,Box Culvert,LRP199c,22.6474561112311,91.64191711706265,Fixed: Interpolated by Chainage,259.69158462741024,A,12.4
N1,199.279,Box Culvert,LRP201a,22.6489997,91.6411108,Fixed: Matched on LRP Name,1881.5182403771955,A,3.0
N1,199.502,Box Culvert,LRP201b,22.6452774,91.6430552,Fixed: Matched on LRP Name,1649.2466587853373,A,3.0
N1,200.277,Box Culvert,LRP202a,22.6338608,91.6494719,Fixed: Matched on LRP Name,998.1397358432263,A,3.0
N1,200.918,Slab Culvert,LRP203a,22.6320271,91.6503889,Fixed: Matched on LRP Name,1413.5523265544705,A,3.0
N1,201.52,Box Culvert,LRP203b,22.625916,91.6541389,Fixed: Matched on LRP Name,1235.7259481967096,A,3.0
N1,201.999,Slab Culvert,LRP204a,22.6234716,91.6553056,Fixed: Matched on LRP Name,1422.055268156044,A,4.6
N1,201.999,Box Culvert,LRP204a,22.6234716,91.6553056,Fixed: Matched on LRP Name,1417.8387806729156,A,4.6
N1,202.435,Box Culvert,LRP205a,22.6168604,91.6588611,Fixed: Matched on LRP Name,1039.6995572754947,A,3.0
N1,203.457,Box Culvert,LRP206a,22.6088889,91.6641111,Fixed: Matched on LRP Name,1031.8401813456198,A,2.95
N1,204.765,Box Culvert,LRP207a,22.601,91.6692771,Fixed: Matched on LRP Name,1321.3769425462147,A,4.5
N1,206.3,Box Culvert,LRP208d,22.581508674635568,91.67953904139942,Fixed: Interpolated by Chainage,423.9973757974759,A,2.5
N1,206.866,Box Culvert,LRP209a,22.5836663,91.6784716,Fixed: Matched on LRP Name,1255.935790476855,A,10.2
N1,207.64,Box Culvert,LRP210a,22.5731938,91.6830827,Fixed: Matched on LRP Name,744.013174782479,A,3.0
N1,207.913,Box Culvert,LRP210b,22.5730549,91.6831938,Fixed: Matched on LRP Name,1034.5050803855795,A,8.2
N1,208.1,Box Culvert,LRP210d,22.566421291636363,91.68518266363637,Fixed: Interpolated by Chainage,454.0019408109232,A,4.5
N1,209.024,Box Culvert,LRP211a,22.5664722,91.6851663,Fixed: Matched on LRP Name,1421.1109256318746,A,4.1
N1,210.476,Box Culvert,LRP213a,22.5503056,91.6902774,Fixed: Matched on LRP Name,922.4739450096743,A,3.0
N1,210.776,Box Culvert,LRP213b,22.5501667,91.6903886,Fixed: Matched on LRP Name,1279.7403772351997,A,5.2
N1,211.433,Box Culvert,LRP214a,22.5428608,91.6950274,Fixed: Matched on LRP Name,958.7810329056114,A,8.2
N1,212.483,Box Culvert,LRP215a,22.5347774,91.698333,Fixed: Matched on LRP Name,1050.433099559405,A,3.0
N1,214.807,PC Girder Bridge,LRP217a,22.5165556,91.7065833,Fixed: Matched on LRP Name,0.0,A,41.11
N1,215.467,Box Culvert,LRP218a,22.5094444,91.7096389,Fixed: Matched on LRP Name,797.3689730313616,A,4.5
N1,216.196,RCC Girder Bridge,LRP218b,22.5093611,91.7096944,Fixed: Matched on LRP Name,1604.3233308107915,A,17.6
N1,217.942,Box Culvert,LRP220a,22.4869441,91.7192771,Fixed: Matched on LRP Name,563.8690250488589,A,4.5
N1,219.427,Box Culvert,LRP221a,22.4652778,91.7202493,Fixed: Matched on LRP Name,672.9592068330634,A,6.0
N1,222.357,Box Culvert,LRP224a,22.4588333,91.7303604,Fixed: Matched on LRP Name,1636.1003928226323,A,3.0
N1,223.743,Box Culvert,LRP226a,22.4424997,91.7366663,Fixed: Matched on LRP Name,1088.6150648683506,A,3.0
N1,224.053,RCC Girder Bridge,LRP226b,22.4422219,91.7367497,Fixed: Matched on LRP Name,1367.7255637792207,A,40.0
N1,228.029,Box Culvert,LRP230a,22.4101111,91.7544444,Fixed: Matched on LRP Name,1404.8381536932086,A,5.0
N1,228.797,Box Culvert,LRP231a,22.3996108,91.7573333,Fixed: Matched on LRP Name,859.2485631437511,A,3.0
N1,229.203,PC Girder Bridge,LRP231b,22.3988608,91.7576667,Fixed: Matched on LRP Name,1160.5865150076734,A,18.0
N1,230.13,Box Culvert,LRP232a,22.3937774,91.7588056,Fixed: Matched on LRP Name,1545.9427768136088,A,3.0
N1,230.921,Box Culvert,LRP233a,22.3815271,91.7652222,Fixed: Matched on LRP Name,779.8541580431373,A,8.3
N1,231.966,Box Culvert,LRP234a,22.3764716,91.770416,Fixed: Matched on LRP Name,1050.5045679503792,A,3.0
N1,242.898,RCC Girder Bridge,LRP238a,22.35226747147541,91.85262204983607,Fixed: Interpolated by Chainage,7.402710236104016e-09,A,15.8
N1,244.975,RCC Girder Bridge,LRP240c,22.33491533685567,91.85339790438144,Fixed: Interpolated by Chainage,290.77016701979215,A,48.5
N1,246.02,PC Box,LRP241a,22.326645136915296,91.85275939013907,Fixed: Interpolated by Chainage,1.2929912069428249e-08,A,954.5
N1,247.637,PC Girder Bridge,LRP242b,22.312926512903225,91.85618191612903,Fixed: Interpolated by Chainage,4.024305191008681e-09,A,17.3
N1,249.04,Box Culvert,LRP244a,22.302623552427185,91.86356469708737,Fixed: Interpolated by Chainage,232.297268528714,A,3.0
N1,249.674,Box Culvert,LRP244c,22.297535026056337,91.86636303151408,Fixed: Interpolated by Chainage,261.96591746607817,A,3.0
N1,250.215,Slab Culvert,LRP245a,22.3632778,91.8514722,Fixed: Matched on LRP Name,7758.811368089579,A,1.5
N1,250.519,Box Culvert,LRP245b,22.29164214117647,91.87029114117647,Fixed: Interpolated by Chainage,198.0222830332926,A,3.0
N1,250.841,Box Culvert,LRP246a,22.3555,91.8530833,Fixed: Matched on LRP Name,7329.383306966518,A,3.0
N1,251.281,Box Culvert,LRP246b,22.3553889,91.8530556,Fixed: Matched on LRP Name,7206.884312006311,A,3.0
N1,251.538,PC Girder Bridge,LRP247a,22.3427219,91.8531389,Fixed: Matched on LRP Name,0.0,A,116.13
N1,254.333,Box Culvert,LRP250a,22.3212771,91.8536111,Fixed: Matched on LRP Name,5435.595153755017,A,3.0
N1,255.505,Box Culvert,LRP251a,22.3108333,91.8570278,Fixed: Matched on LRP Name,5733.151600096796,A,3.0
N1,255.505,Box Culvert,LRP251a,22.3108333,91.8570278,Fixed: Matched on LRP Name,5733.151600096796,A,3.0
N1,256.378,Box Culvert,LRP252a,22.3043056,91.8621667,Fixed: Matched on LRP Name,5902.134395763709,A,3.0
N1,256.89,Box Culvert,LRP252c,22.31574680894737,91.92435241315789,Fixed: Interpolated by Chainage,186.5289620585844,A,3.0
N1,257.94,Steel Beam & RCC Slab,LRP253a,22.2950274,91.8671938,Fixed: Matched on LRP Name,6999.886030751863,A,5.3
N1,259.795,Box Culvert,LRP255a,22.2951108,91.8781104,Fixed: Matched on LRP Name,7351.026026109068,A,3.0
N1,264.369,Box Culvert,LRP260a,22.3124722,91.9188327,Fixed: Matched on LRP Name,3848.020314375717,A,12.4
N1,267.818,Box Culvert,LRP263b,22.271089574999998,92.00559725,Fixed: Interpolated by Chainage,160.23327985990187,A,3.0
N1,269.721,Box Culvert,LRP265a,22.3010278,91.9641667,Fixed: Matched on LRP Name,6853.009454403018,A,9.2
N1,269.99,Box Culvert,LRP265b,22.3009444,91.9646667,Fixed: Matched on LRP Name,7138.006019572929,A,6.0
N1,270.642,Box Culvert,LRP267a,22.2956941,91.9787493,Fixed: Matched on LRP Name,6364.042798981803,A,9.4
N1,271.89,Box Culvert,LRP268a,22.2933608,91.9821104,Fixed: Matched on LRP Name,7092.415997594211,A,14.0
N1,272.356,Box Culvert,LRP268b,22.292083,91.9822493,Fixed: Matched on LRP Name,7401.630703783448,A,14.0
N1,273.878,Box Culvert,LRP270a,22.2820549,91.9986663,Fixed: Matched on LRP Name,7082.063883510881,A,14.0
N1,274.66,Box Culvert,LRP271a,22.2745827,92.0053056,Fixed: Matched on LRP Name,6808.992243234638,A,9.2
N1,284.134,Box Culvert,LRP280a,22.14985231456311,92.06963307184466,Fixed: Interpolated by Chainage,121.9225081019118,A,9.2
N1,285.58,Box Culvert,LRP282a,22.13695223293413,92.06993012814371,Fixed: Interpolated by Chainage,115.42146143910396,A,12.4
N1,286.08,Box Culvert,LRP282c,22.132520842857144,92.07015653664597,Fixed: Interpolated by Chainage,106.6166410152058,A,15.4
N1,286.378,PC Girder Bridge,LRP282e,22.12991602857143,92.07060247142857,Fixed: Interpolated by Chainage,7.972022136129465e-09,A,33.65
N1,286.378,PC Girder Bridge,LRP282e,22.12991602857143,92.07060247142857,Fixed: Interpolated by Chainage,84.5384879961605,A,34.6
N1,286.631,RCC Girder Bridge,LRP283a,22.1750827,92.0528611,Fixed: Matched on LRP Name,0.0,A,27.9
N1,286.631,RCC Girder Bridge,LRP283a,22.1750827,92.0528611,Fixed: Matched on LRP Name,5591.596887842063,A,28.0
N1,287.144,Box Culvert,LRP283c,22.123077598971722,92.07170104832905,Fixed: Interpolated by Chainage,87.14987191757851,A,15.4
N1,287.487,Box Culvert,LRP283d,22.120487500665558,92.07197051347754,Fixed: Interpolated by Chainage,17.105439350110032,A,20.4
N1,288.329,Box Culvert,LRP284a,22.113352485106383,92.07268690425532,Fixed: Interpolated by Chainage,17.945996897459544,A,5.0
N1,289.889,Box Culvert,LRP286b,22.1580556,92.0686104,Fixed: Matched on LRP Name,6523.379641771707,A,7.2
N1,290.719,Box Culvert,LRP287a,22.1509722,92.0696938,Fixed: Matched on LRP Name,6425.5530850881705,A,11.2
N1,292.426,Box Culvert,LRP288a,22.084066831578948,92.09319693779905,Fixed: Interpolated by Chainage,81.77608614709182,A,2.0
N1,293.134,Box Culvert,LRP289a,22.1379163,92.0698882,Fixed: Matched on LRP Name,6968.743233218762,A,12.6
N1,294.534,PC Girder Bridge,LRP291a,22.123666,92.0716382,Fixed: Matched on LRP Name,6831.481539632268,A,30.3
N1,294.77,Box Culvert,LRP291c,22.067909955830388,92.10555300353357,Fixed: Interpolated by Chainage,69.2664096266356,A,2.0
N1,295.295,RCC Girder Bridge,LRP291d,22.063756715789474,92.10710610947369,Fixed: Interpolated by Chainage,1.2084232985357792e-08,A,38.5
N1,295.295,PC Girder Bridge,LRP291d,22.063756715789474,92.10710610947369,Fixed: Interpolated by Chainage,64.20586709270528,A,38.8
N1,295.625,Box Culvert,LRP292a,22.1133056,92.0726938,Fixed: Matched on LRP Name,6824.358017904038,A,2.5
N1,296.135,Box Culvert,LRP292b,22.05650511553398,92.1090854592233,Fixed: Interpolated by Chainage,53.81824633871977,A,8.2
N1,296.647,Box Culvert,LRP293a,22.1021667,92.0740549,Fixed: Matched on LRP Name,6631.7909836970375,A,12.6
N1,297.034,Box Culvert,LRP293c,22.0977497,92.0750271,Fixed: Matched on LRP Name,6446.101285601772,A,6.0
N1,297.569,Box Culvert,LRP294a,22.0942219,92.0798604,Fixed: Matched on LRP Name,6244.200144474557,A,13.64
N1,298.405,Box Culvert,LRP294c,22.03758985257732,92.10398910927834,Fixed: Interpolated by Chainage,830.8853574800568,A,2.5
N1,298.405,Box Culvert,LRP294c,22.03758985257732,92.10398910927834,Fixed: Interpolated by Chainage,11.6805543744769,A,2.5
N1,299.057,Box Culvert,LRP295a,22.031864884656084,92.10412466666666,Fixed: Interpolated by Chainage,18.74519029355521,A,2.5
N1,299.434,PC Girder Bridge,LRP295b,22.02870136363636,92.10342932727274,Fixed: Interpolated by Chainage,7.326933510696714e-09,A,68.8
N1,299.434,PC Girder Bridge,LRP295b,22.02870136363636,92.10342932727274,Fixed: Interpolated by Chainage,19.61197956203737,A,68.8
N1,299.756,Box Culvert,LRP296a,22.0844441,92.0924997,Fixed: Matched on LRP Name,6548.158511217402,A,2.0
N1,300.406,Box Culvert,LRP296b,22.02049802784399,92.10142776814735,Fixed: Interpolated by Chainage,13.716025766412418,A,10.0
